Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Departure_Hour,Departure_Day,Departure_Weekday,Departure_Month
delta,atl,ord,181,on-time,1226,-24.15,47,female,medium,emergency,economy,0,none,desk,8.0,7.0,66,0,0,middle,6,11,0,3
southwest,dfw,atl,235,on-time,1234,434.41,46,male,medium,leisure,economy,1,platinum,desk,3.4,25.0,33,0,0,middle,13,31,0,7
american airlines,dfw,dfw,252,on-time,1892,419.22,39,male,low,emergency,business,1,none,online,6.9,46.0,21,0,0,window,11,6,0,5
united,atl,sfo,174,on-time,984,280.57,65,female,high,emergency,economy,2,none,desk,7.7,8.0,5,0,0,middle,14,9,2,10
jetblue,jfk,atl,267,on-time,1374,314.77,69,female,medium,leisure,premium economy,0,none,airport kiosk,6.0,7.0,47,0,0,aisle,17,7,3,12
american airlines,sea,den,132,on-time,1382,436.5,66,female,high,business,premium economy,2,silver,online,5.9,23.0,62,0,1,window,8,5,4,5
united,den,ord,141,on-time,1069,183.02,32,male,low,leisure,economy,1,silver,airport kiosk,5.2,8.0,8,0,0,middle,0,16,6,7
southwest,sfo,ord,161,delayed,940,274.19,38,male,low,business,economy,1,silver,mobile app,10.0,11.0,20,0,0,aisle,6,2,1,5
delta,atl,lax,198,on-time,1521,197.23,72,male,medium,family,economy,0,none,online,5.1,56.0,119,0,0,middle,7,23,0,12
jetblue,den,jfk,159,on-time,1038,235.15,62,male,low,family,premium economy,0,silver,mobile app,8.7,19.0,58,0,0,aisle,8,1,4,12
southwest,ord,jfk,186,cancelled,1137,367.71,32,female,high,leisure,economy,4,gold,online,7.3,8.0,68,1,0,window,15,22,6,10
american airlines,sea,ord,230,on-time,807,224.19,43,female,low,emergency,economy,0,none,mobile app,9.1,15.0,44,0,0,aisle,15,27,0,1
american airlines,dfw,sea,92,cancelled,1090,411.52,75,male,low,family,economy,1,gold,online,5.7,33.0,112,0,1,aisle,3,17,1,10
american airlines,sfo,jfk,154,on-time,764,361.23,59,female,low,family,business,0,silver,online,6.5,0.0,67,0,0,middle,0,19,2,2
united,sfo,sea,172,on-time,1284,405.47,40,male,medium,emergency,economy,1,gold,online,7.7,8.0,83,1,0,middle,20,10,3,4
united,sfo,sea,248,on-time,936,404.71,33,female,low,family,premium economy,0,silver,airport kiosk,7.9,2.0,18,0,0,aisle,2,28,4,2
american airlines,dfw,sfo,258,on-time,1445,191.03,49,male,medium,emergency,economy,1,none,mobile app,8.7,5.0,92,0,0,aisle,11,28,6,1
united,ord,lax,97,on-time,829,135.49,42,male,low,emergency,economy,3,none,airport kiosk,8.4,12.0,92,0,0,middle,22,21,0,10
jetblue,atl,sfo,251,on-time,1330,454.5,30,male,medium,family,economy,2,silver,airport kiosk,7.9,82.0,42,0,0,middle,13,1,0,7
united,ord,sfo,183,on-time,1196,376.78,25,female,high,family,economy,0,none,airport kiosk,3.7,4.0,111,0,0,window,22,10,3,10
united,jfk,den,146,on-time,1478,437.78,55,male,low,business,economy,3,none,mobile app,6.8,6.0,85,0,0,middle,4,27,6,8
jetblue,jfk,jfk,136,on-time,1394,363.97,42,male,medium,emergency,business,0,none,airport kiosk,10.0,10.0,44,0,0,middle,5,2,1,7
american airlines,jfk,dfw,183,on-time,1422,300.49,24,male,low,leisure,business,1,silver,desk,8.7,8.0,20,0,0,middle,3,17,0,6
jetblue,ord,jfk,157,on-time,1594,166.02,74,female,high,emergency,economy,2,silver,mobile app,7.3,2.0,107,0,0,aisle,9,9,4,6
jetblue,sfo,sfo,188,on-time,1171,363.75,33,male,low,emergency,economy,0,none,airport kiosk,8.2,4.0,19,0,0,window,4,19,3,9
delta,sea,dfw,187,on-time,874,348.69,54,female,medium,family,economy,0,silver,online,6.1,16.0,101,0,0,middle,16,12,0,8
delta,sfo,den,105,delayed,1406,363.05,55,male,high,emergency,premium economy,2,silver,desk,7.2,3.0,114,0,0,middle,2,6,5,1
american airlines,ord,den,201,on-time,1026,306.51,70,male,medium,family,business,0,none,mobile app,4.1,4.0,42,0,0,aisle,19,21,0,10
delta,ord,den,98,on-time,1584,312.3,58,male,high,business,economy,2,none,desk,8.1,1.0,16,0,0,window,2,13,5,4
united,lax,den,207,on-time,1294,388.21,51,male,medium,family,economy,0,none,online,6.9,19.0,109,0,0,middle,4,26,1,3
jetblue,den,atl,226,on-time,1348,412.89,35,male,high,emergency,business,0,gold,online,5.1,6.0,116,0,1,window,23,1,1,8
american airlines,dfw,jfk,256,delayed,1340,321.16,64,male,medium,leisure,economy,2,silver,airport kiosk,6.8,13.0,32,0,0,middle,18,11,1,6
delta,jfk,den,259,delayed,1019,386.08,41,male,low,family,economy,0,gold,airport kiosk,5.1,4.0,29,0,0,middle,22,11,5,1
southwest,den,sea,58,delayed,951,364.57,72,male,medium,leisure,business,1,silver,desk,6.1,14.0,52,0,0,middle,22,12,1,12
southwest,jfk,sfo,194,cancelled,1089,417.28,58,female,medium,emergency,economy,2,silver,desk,5.6,5.0,104,0,0,aisle,15,28,1,5
southwest,jfk,sfo,205,on-time,1288,534.04,79,female,low,emergency,economy,2,silver,online,8.2,4.0,14,0,0,middle,15,31,1,10
jetblue,dfw,dfw,240,on-time,1115,434.07,36,female,medium,family,economy,1,gold,airport kiosk,8.1,9.0,31,0,0,middle,20,8,1,10
jetblue,jfk,lax,168,delayed,1559,315.89,46,male,medium,leisure,business,1,none,airport kiosk,6.0,4.0,114,0,0,middle,21,18,4,8
jetblue,ord,sea,274,delayed,1376,211.39,59,male,low,business,premium economy,1,none,desk,8.5,10.0,1,0,0,window,19,11,5,11
delta,dfw,dfw,87,delayed,795,336.11,25,male,medium,leisure,economy,1,platinum,airport kiosk,7.6,9.0,27,0,0,window,16,6,5,1
united,den,jfk,144,on-time,987,173.11,73,female,high,business,economy,2,none,mobile app,5.7,7.0,47,0,0,window,3,25,6,2
delta,jfk,den,282,delayed,1138,269.07,42,female,medium,emergency,business,1,silver,desk,8.5,1.0,69,0,0,aisle,19,30,5,9
delta,atl,lax,138,on-time,1156,379.22,42,female,medium,emergency,economy,0,silver,airport kiosk,8.8,5.0,35,0,0,window,18,12,6,11
american airlines,ord,dfw,163,on-time,1055,429.78,53,female,medium,family,business,0,silver,airport kiosk,9.4,3.0,15,1,0,aisle,18,3,6,12
southwest,dfw,sea,209,on-time,949,289.91,66,male,medium,emergency,premium economy,3,none,online,6.9,5.0,100,0,0,middle,3,5,3,9
united,lax,ord,182,on-time,1177,413.26,21,male,medium,family,economy,1,platinum,desk,5.5,3.0,113,0,0,window,21,7,4,3
jetblue,sfo,den,249,on-time,1030,303.32,19,male,medium,emergency,business,1,none,mobile app,8.1,4.0,99,0,0,aisle,5,1,2,5
american airlines,dfw,jfk,165,on-time,965,334.39,24,male,low,business,economy,1,gold,airport kiosk,6.1,5.0,109,0,0,aisle,15,17,4,5
southwest,sfo,ord,257,cancelled,1340,284.24,42,female,medium,leisure,economy,2,silver,mobile app,7.6,28.0,1,0,0,middle,17,19,0,6
delta,atl,sfo,194,on-time,1230,484.99,50,female,medium,family,economy,2,none,desk,5.4,4.0,42,0,0,aisle,14,11,4,8
american airlines,sea,ord,234,on-time,828,383.62,47,male,medium,family,economy,0,none,mobile app,5.7,4.0,25,0,0,middle,0,30,0,9
jetblue,sea,den,156,on-time,1242,232.76,19,female,low,family,economy,1,silver,online,7.6,1.0,2,0,0,aisle,8,24,0,4
jetblue,ord,den,186,on-time,1365,305.29,73,male,medium,emergency,economy,0,none,mobile app,5.1,4.0,50,0,0,middle,16,19,1,12
american airlines,jfk,ord,176,on-time,1028,245.73,71,male,medium,leisure,economy,1,none,online,7.4,23.0,79,0,1,aisle,2,9,6,7
american airlines,jfk,jfk,150,on-time,1348,384.46,52,female,medium,family,economy,2,none,desk,4.9,9.0,9,0,0,aisle,2,23,0,9
jetblue,atl,sfo,192,on-time,1016,308.24,75,female,medium,emergency,economy,3,none,online,6.0,17.0,21,0,0,window,18,2,2,10
delta,sfo,jfk,138,on-time,1142,376.45,33,male,high,leisure,premium economy,0,none,airport kiosk,10.0,31.0,45,0,0,window,3,6,3,3
jetblue,lax,dfw,80,delayed,1528,538.9,61,female,medium,business,first,1,gold,online,7.8,1.0,50,0,0,middle,5,3,0,6
american airlines,dfw,ord,136,on-time,1522,212.83,29,female,medium,business,first,0,gold,desk,8.3,23.0,117,0,0,aisle,5,7,6,7
american airlines,atl,jfk,105,on-time,1273,210.79,28,female,high,emergency,economy,0,none,airport kiosk,7.5,33.0,28,1,0,aisle,1,25,5,5
united,dfw,dfw,173,on-time,685,379.14,49,male,low,emergency,economy,2,none,online,7.2,2.0,43,0,0,window,21,28,0,8
delta,sfo,atl,236,on-time,1594,420.89,19,female,low,emergency,premium economy,1,none,airport kiosk,8.9,2.0,116,0,0,aisle,7,3,5,6
delta,sea,jfk,336,on-time,1904,306.59,35,male,medium,emergency,economy,0,silver,airport kiosk,9.5,12.0,47,0,1,window,19,7,3,12
united,sfo,den,120,on-time,1527,308.84,61,female,medium,family,premium economy,0,none,mobile app,7.6,7.0,25,0,1,window,6,26,2,6
united,jfk,atl,221,on-time,1477,322.85,22,female,medium,family,premium economy,1,none,mobile app,6.7,28.0,67,0,0,aisle,22,6,2,11
american airlines,lax,den,245,on-time,1147,258.44,68,female,medium,leisure,economy,0,none,online,5.4,3.0,99,0,0,aisle,3,18,1,6
jetblue,dfw,jfk,143,on-time,973,394.52,32,male,medium,emergency,economy,1,silver,online,7.3,22.0,76,0,0,aisle,11,27,5,7
united,sea,ord,240,on-time,1472,532.19,47,female,medium,family,premium economy,1,none,desk,5.3,0.0,80,0,0,window,8,12,6,1
southwest,atl,dfw,214,on-time,1011,489.48,27,female,medium,leisure,first,0,none,desk,8.0,5.0,33,0,0,middle,12,8,3,8
american airlines,ord,den,183,on-time,492,291.59,65,male,low,family,economy,2,none,desk,8.2,20.0,97,0,0,middle,14,28,3,12
american airlines,den,ord,232,on-time,1481,605.74,38,male,medium,leisure,economy,1,none,airport kiosk,7.3,2.0,0,0,0,middle,9,18,3,1
jetblue,ord,atl,202,on-time,1172,266.64,68,female,low,leisure,first,1,silver,online,5.4,7.0,90,0,1,window,19,8,3,8
delta,den,atl,174,delayed,1267,370.86,53,female,medium,leisure,premium economy,1,platinum,mobile app,6.9,11.0,0,0,1,middle,10,6,2,9
american airlines,ord,dfw,103,delayed,971,428.77,70,female,high,leisure,premium economy,1,silver,online,6.2,10.0,41,0,0,window,6,31,1,12
american airlines,lax,sfo,69,on-time,1292,558.19,53,male,high,emergency,economy,0,silver,desk,5.5,32.0,4,0,0,aisle,20,24,6,12
jetblue,jfk,jfk,224,on-time,1375,329.88,76,female,high,leisure,economy,1,gold,mobile app,6.7,2.0,65,1,0,window,8,22,3,8
southwest,ord,ord,274,on-time,1227,388.68,60,female,high,leisure,economy,1,gold,desk,8.0,5.0,50,0,0,aisle,17,9,6,3
american airlines,lax,jfk,139,on-time,1003,263.44,75,male,low,leisure,economy,2,silver,online,8.0,4.0,30,0,0,window,0,5,1,11
delta,lax,jfk,195,delayed,1097,377.17,56,female,medium,business,economy,0,silver,desk,7.3,21.0,105,0,0,window,8,26,4,4
southwest,den,den,181,on-time,1241,354.79,35,female,medium,family,economy,1,silver,desk,7.4,3.0,87,0,0,middle,17,22,1,10
american airlines,dfw,dfw,208,on-time,1798,381.85,73,female,medium,emergency,economy,1,none,airport kiosk,8.6,4.0,102,0,0,aisle,18,17,5,8
american airlines,den,jfk,165,on-time,1244,374.89,69,female,medium,family,business,1,none,mobile app,8.1,28.0,67,0,0,middle,21,1,3,2
southwest,den,lax,268,on-time,746,241.55,79,female,low,business,economy,0,silver,airport kiosk,4.6,3.0,44,0,0,middle,13,10,1,12
delta,sfo,lax,58,delayed,974,386.97,30,female,medium,emergency,economy,1,gold,online,5.4,24.0,109,0,1,window,7,22,4,11
delta,lax,dfw,98,on-time,1325,251.61,18,female,low,leisure,economy,0,none,desk,5.0,8.0,80,0,0,aisle,14,4,5,11
delta,sfo,jfk,152,on-time,522,218.02,52,female,low,leisure,business,0,silver,airport kiosk,6.8,11.0,87,0,0,window,8,15,1,4
jetblue,lax,sfo,118,on-time,1322,490.01,55,male,medium,family,premium economy,1,gold,airport kiosk,8.6,11.0,95,0,0,window,8,11,4,4
american airlines,dfw,den,251,on-time,543,413.28,69,male,medium,family,economy,1,none,online,8.3,1.0,51,0,0,middle,20,1,6,12
jetblue,dfw,sfo,141,on-time,1211,258.62,58,female,medium,family,economy,0,gold,mobile app,5.4,10.0,32,0,0,aisle,18,11,1,2
american airlines,sea,sea,197,delayed,1085,316.79,27,male,medium,business,economy,3,none,online,6.9,2.0,67,0,1,aisle,13,9,0,10
delta,sfo,atl,80,on-time,1634,254.78,72,female,low,emergency,economy,1,platinum,mobile app,5.1,6.0,4,0,1,middle,17,9,1,4
jetblue,sea,sea,245,cancelled,1038,480.75,25,male,low,leisure,economy,0,none,desk,8.3,1.0,38,0,0,window,23,6,5,1
jetblue,ord,den,190,on-time,884,264.3,33,male,high,leisure,premium economy,1,none,airport kiosk,6.3,6.0,16,1,0,window,11,11,2,9
southwest,ord,den,184,on-time,761,499.54,47,male,low,emergency,economy,1,none,online,8.3,10.0,60,0,0,middle,1,12,5,10
jetblue,sfo,dfw,177,on-time,1314,341.89,64,male,medium,leisure,premium economy,2,none,mobile app,7.1,10.0,14,0,0,middle,0,1,5,6
jetblue,sfo,lax,321,on-time,1455,239.88,28,female,low,business,economy,0,none,airport kiosk,10.0,8.0,32,0,0,aisle,14,6,4,12
jetblue,ord,dfw,126,on-time,1232,403.41,56,female,high,family,economy,0,none,airport kiosk,7.2,7.0,114,0,1,window,16,13,2,11
united,dfw,sea,177,delayed,1116,452.34,63,male,medium,business,premium economy,1,none,desk,5.7,13.0,69,0,0,middle,8,20,3,3
united,den,lax,195,on-time,1566,334.95,26,female,high,leisure,economy,1,none,mobile app,3.2,3.0,91,0,0,window,6,13,1,8
southwest,ord,sea,75,delayed,1269,338.96,72,male,low,leisure,business,0,none,mobile app,6.6,2.0,14,0,0,middle,14,15,0,4
delta,sfo,den,157,on-time,1304,420.46,56,female,medium,family,economy,1,silver,airport kiosk,7.2,15.0,50,0,0,aisle,19,29,0,5
jetblue,dfw,jfk,180,on-time,1710,288.76,52,male,low,business,business,0,none,mobile app,8.8,3.0,32,0,0,middle,11,21,6,1
united,sfo,den,197,on-time,951,357.58,42,male,high,emergency,premium economy,0,none,mobile app,9.7,18.0,73,0,0,middle,2,25,4,8
delta,lax,den,193,on-time,821,281.75,48,female,high,family,economy,1,gold,airport kiosk,6.2,5.0,79,1,0,aisle,19,12,0,6
jetblue,den,atl,219,on-time,2182,385.07,78,male,high,leisure,economy,2,none,airport kiosk,4.7,16.0,112,0,0,aisle,20,6,5,1
delta,jfk,ord,207,on-time,1127,404.29,76,female,medium,family,economy,1,gold,mobile app,6.6,7.0,22,0,1,window,7,29,5,4
southwest,sea,sea,280,on-time,1266,403.86,38,male,low,emergency,economy,2,platinum,desk,7.6,11.0,12,0,0,aisle,19,3,0,7
jetblue,ord,sea,113,on-time,1410,332.79,33,female,medium,family,economy,0,silver,online,7.7,6.0,16,0,0,aisle,23,14,4,7
southwest,sea,den,104,on-time,1243,313.45,39,male,low,emergency,business,0,silver,airport kiosk,5.9,27.0,99,0,0,aisle,0,10,4,1
delta,atl,atl,158,on-time,1040,271.66,54,female,high,emergency,economy,0,none,online,7.1,12.0,72,0,0,aisle,23,11,1,3
southwest,sfo,sea,175,on-time,1245,259.57,25,female,low,emergency,economy,2,silver,mobile app,6.8,6.0,75,0,0,aisle,17,1,5,3
jetblue,dfw,sea,268,on-time,1028,576.14,52,male,low,family,premium economy,2,none,mobile app,5.2,6.0,13,1,0,middle,2,26,3,9
delta,dfw,ord,297,delayed,1311,418.4,72,male,medium,leisure,premium economy,0,none,desk,8.0,2.0,91,0,0,middle,11,19,3,12
delta,sfo,atl,226,on-time,1054,385.64,66,female,low,leisure,economy,2,none,airport kiosk,5.5,10.0,3,0,0,middle,11,11,0,3
jetblue,sfo,sea,218,on-time,1264,353.29,33,female,medium,business,business,1,silver,online,6.7,2.0,27,0,0,aisle,19,23,3,11
united,jfk,lax,198,on-time,903,337.55,77,male,low,leisure,economy,1,silver,mobile app,6.9,1.0,82,0,1,middle,12,31,1,12
united,atl,den,153,on-time,1233,293.57,18,female,high,leisure,business,0,none,airport kiosk,4.7,34.0,115,0,0,window,22,7,1,11
delta,atl,dfw,95,on-time,1177,183.48,56,male,medium,emergency,premium economy,1,none,online,6.0,1.0,103,0,0,window,21,25,4,8
jetblue,jfk,den,87,on-time,1261,217.11,22,male,medium,leisure,economy,1,none,online,5.3,5.0,107,0,1,window,23,7,5,10
delta,sfo,sfo,233,on-time,803,349.13,44,male,medium,emergency,economy,1,none,desk,6.8,6.0,47,0,1,window,11,22,6,10
delta,sea,ord,229,on-time,1150,435.96,26,male,medium,emergency,economy,3,none,airport kiosk,7.4,4.0,72,0,0,middle,3,20,2,12
southwest,jfk,atl,191,on-time,1020,356.15,57,male,high,business,economy,0,silver,online,7.7,8.0,88,0,0,window,4,7,0,4
united,jfk,ord,176,on-time,1242,318.02,32,male,high,leisure,premium economy,0,platinum,desk,8.7,4.0,20,0,1,aisle,4,24,3,10
jetblue,den,lax,247,on-time,1098,311.47,79,female,high,emergency,economy,0,none,mobile app,7.9,5.0,108,1,0,window,6,30,1,1
jetblue,sea,atl,211,delayed,1705,327.59,23,female,high,leisure,economy,2,none,airport kiosk,6.8,1.0,22,0,0,middle,5,6,5,1
delta,dfw,atl,144,on-time,1005,318.3,45,female,medium,business,economy,0,none,online,7.2,11.0,87,0,0,window,7,22,4,3
united,sea,sfo,237,on-time,850,333.69,49,male,medium,leisure,economy,0,none,desk,6.8,0.0,17,0,1,window,7,27,6,10
jetblue,jfk,jfk,172,on-time,1051,551.23,67,female,low,business,economy,2,none,desk,7.5,8.0,0,0,0,aisle,0,15,5,3
southwest,atl,jfk,279,on-time,1288,415.54,78,male,low,family,economy,1,none,online,6.0,18.0,44,0,0,middle,5,24,5,6
southwest,sfo,lax,125,cancelled,864,433.38,49,male,medium,leisure,business,0,silver,online,7.6,2.0,32,0,0,middle,8,20,6,10
delta,dfw,atl,100,on-time,1340,138.66,76,male,high,emergency,business,1,platinum,desk,8.4,47.0,43,0,0,window,12,18,3,7
delta,sfo,jfk,-3,on-time,1181,350.16,45,male,medium,family,economy,1,none,mobile app,7.1,15.0,22,0,0,window,15,22,3,8
american airlines,atl,lax,162,on-time,1989,245.27,66,male,medium,emergency,economy,0,gold,airport kiosk,7.3,16.0,23,0,0,middle,18,22,2,1
southwest,den,dfw,253,on-time,1609,521.07,38,male,low,emergency,premium economy,3,silver,online,5.0,8.0,106,0,1,window,19,11,4,8
united,sea,den,157,delayed,1931,235.08,48,female,low,family,premium economy,0,none,mobile app,7.0,2.0,67,0,0,aisle,16,17,1,12
southwest,sfo,atl,275,on-time,855,219.48,68,female,low,business,economy,1,none,mobile app,7.4,17.0,52,0,1,aisle,2,20,0,5
delta,dfw,sea,82,on-time,1252,327.2,27,female,medium,leisure,economy,1,gold,airport kiosk,6.0,18.0,34,0,1,aisle,15,26,3,9
delta,sfo,sfo,249,on-time,815,338.37,58,female,high,emergency,premium economy,0,silver,online,6.1,9.0,92,0,0,middle,7,20,5,5
american airlines,jfk,atl,135,on-time,1161,305.54,60,male,low,family,premium economy,0,silver,online,5.8,14.0,22,0,1,middle,21,13,2,3
delta,atl,dfw,214,delayed,828,172.49,54,male,low,business,business,1,none,desk,9.5,3.0,81,0,0,aisle,23,1,5,6
delta,den,atl,125,on-time,969,287.42,69,male,medium,emergency,business,1,none,desk,7.6,0.0,71,1,0,aisle,20,16,4,6
southwest,jfk,ord,110,on-time,1118,338.64,53,male,low,family,economy,2,platinum,mobile app,6.4,2.0,46,0,0,window,4,16,6,2
jetblue,dfw,sea,167,on-time,1472,247.61,36,male,low,business,economy,1,none,desk,6.5,5.0,90,1,0,window,1,28,4,3
american airlines,dfw,ord,189,on-time,1377,298.14,48,male,low,family,economy,1,none,online,7.5,29.0,55,0,0,aisle,12,4,6,6
american airlines,sea,jfk,221,on-time,1010,417.54,69,female,low,business,premium economy,2,platinum,mobile app,8.4,14.0,20,0,0,aisle,2,26,1,11
delta,jfk,jfk,207,on-time,1037,298.44,48,female,medium,emergency,business,1,gold,mobile app,6.0,5.0,80,1,0,aisle,1,1,1,8
southwest,den,dfw,220,on-time,1139,258.23,42,female,high,emergency,economy,2,none,airport kiosk,10.0,4.0,32,0,0,window,12,13,5,7
southwest,dfw,ord,128,on-time,1634,417.53,78,male,medium,emergency,business,0,gold,mobile app,8.9,2.0,96,0,0,window,11,28,5,12
jetblue,atl,den,266,on-time,1439,316.05,42,male,low,family,economy,2,silver,online,4.5,6.0,47,0,0,aisle,4,18,0,3
delta,jfk,jfk,219,on-time,1591,282.41,45,female,medium,emergency,economy,0,none,online,9.9,7.0,112,0,0,aisle,18,2,6,2
southwest,ord,lax,264,delayed,1418,243.17,34,female,high,family,economy,0,none,desk,6.4,0.0,85,0,0,middle,8,17,2,1
delta,lax,ord,175,on-time,1474,397.61,26,female,medium,leisure,economy,1,none,desk,7.4,6.0,81,0,0,window,13,7,4,6
jetblue,atl,atl,229,on-time,1058,430.8,68,male,medium,leisure,economy,3,silver,desk,7.8,22.0,44,0,1,window,16,23,2,10
united,ord,ord,189,on-time,1892,229.82,35,female,low,family,economy,0,silver,mobile app,7.3,1.0,75,0,0,aisle,20,29,3,8
american airlines,den,den,174,on-time,1256,277.61,41,male,medium,business,economy,2,platinum,desk,6.2,8.0,105,0,0,window,17,30,2,8
jetblue,ord,sfo,138,on-time,1094,177.24,47,male,low,leisure,economy,0,none,online,7.2,8.0,23,0,0,window,3,25,2,9
southwest,den,dfw,165,on-time,1165,495.28,65,female,medium,family,economy,0,none,online,8.5,6.0,66,0,0,aisle,8,20,5,5
jetblue,lax,sfo,193,on-time,1120,238.88,25,female,low,emergency,business,1,silver,desk,7.7,18.0,6,0,0,middle,11,4,0,3
united,jfk,dfw,177,on-time,1473,294.01,38,female,medium,family,economy,0,none,airport kiosk,5.1,5.0,117,0,0,window,6,30,5,12
jetblue,sfo,jfk,224,on-time,1287,457.92,62,male,medium,leisure,economy,0,none,desk,6.0,6.0,7,0,1,middle,5,28,4,2
american airlines,den,lax,341,on-time,995,497.47,61,female,medium,family,premium economy,3,gold,desk,9.7,9.0,52,0,0,middle,11,10,3,10
american airlines,den,sfo,246,on-time,1085,506.17,79,female,high,emergency,economy,1,none,mobile app,4.7,0.0,105,0,0,middle,5,31,0,7
southwest,sfo,sfo,242,on-time,1254,331.17,75,male,low,emergency,economy,0,silver,desk,9.8,3.0,7,1,0,aisle,19,13,2,11
american airlines,atl,den,277,on-time,1321,454.5,60,male,low,business,economy,0,platinum,online,6.7,3.0,1,0,0,middle,19,28,6,1
american airlines,atl,ord,211,on-time,687,319.86,42,female,medium,business,economy,0,gold,desk,6.8,4.0,40,0,0,aisle,9,14,0,10
jetblue,atl,lax,183,on-time,985,325.58,66,female,medium,leisure,business,1,none,airport kiosk,7.0,74.0,39,0,0,window,18,27,1,6
american airlines,lax,ord,257,on-time,871,288.22,57,female,medium,family,premium economy,1,none,airport kiosk,6.3,16.0,119,0,1,middle,7,13,4,12
delta,ord,sea,195,on-time,979,349.2,47,male,low,emergency,economy,1,platinum,airport kiosk,9.6,3.0,33,0,0,aisle,9,7,1,11
